IDK;NCTR;NCTN;ESC;OGTD;OGTT;OGTR;QNTN;SGTI;SGTT;PVCS;PVCR;PVCP;PVCJ;LDCT;LDCQ;LDCN;LDCU;LDCM;LDCZ;COLD;DTZG;DTZS;DTSI;DTSV;DTSF;DTSL;AUTN;ATBD;ATBR;MTC;MISU;MISL;MISP;MISD;MISN;DESO;NSC;STCD;STCC;CDGG;CMPD;CMPN;CMPE;FUR;GPDPX;GPDPY;MUNICIPIO;ID_NIL;NIL;WGS84_Y;WGS84_X;location
v5010-00325;3;2023716.0;R03/ Museo Poldi Pezzoli;coppa;forma Isings 17;C. Isings, Roman glass from dated finds, Groningen 1957;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I d.C.;metà;30 d.C.;ca.;75 d.C.;ca.;;;;vetro soffiato entro stampo;cm;;;6,7;;"Vetro di colore violaceo, filamenti bianchi.
Orlo rientrante, tagliato a spigolo vivo, vasca emisferica decorata da costolature, fondo piano.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00054;3;2023451.0;R03/ Museo Poldi Pezzoli;boccale;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;seconda metà;349 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;4,1||2,7;;boccaletto monoansato acromo miniatirustico;;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00156;3;2023553.0;R03/ Museo Poldi Pezzoli;punta di lancia;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. XIII/XI a.C.;;1299 a.C.;ca.;1000 a.C.;ca.;;;;bronzo;cm;2;;1,8;6;"Cuspide di forma ovale, corta e tozza con costolatura mediana marcata e brevi alette; immanicatura a cannone con fori per fissaggio all'estremità.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00234;3;2023628.0;R03/ Museo Poldi Pezzoli;anello;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. I d.C.;;1 d.C.;ca.;99 d.C.;ca.;;;;oro e corniola;cm;;;16;;anello a castone ovale con verga arrotondata che si allarga in corrispondenza del castone;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00085;3;2023482.0;R03/ Museo Poldi Pezzoli;lekythos miniaturistica;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;seconda metà;550 a.C.;ca.;500 a.C.;ca.;;;;argilla/ a tornio;cm||;;;2,5||3,5;;"Corpo ceramico beige, vernice bruna diluita.
Bocchello campanulato con risega all'attacco del collo; corpo lenticolare, piede ad anello, ombelicato. Ansa a nastro impostata sul collo e sul corpo orizzontalmente.
Sonagli all'interno.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00187;3;2023583.0;R03/ Museo Poldi Pezzoli;cinturone/ frammenti;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;399 a.C.;ca.;200 a.C.;ca.;;;;bronzo;cm||||;;;;12,5||8,6||7,5;Lamine piatte con forellini;;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00043;3;2023440.0;R03/ Museo Poldi Pezzoli;cerchi apuli;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. V/IV a.C.;;450 a.C.;ca.;350 a.C.;ca.;;;;oro/ fusione;cm||;;;3,5||3,5;;Coppia di cerchi aurei;;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00145;3;2023542.0;R03/ Museo Poldi Pezzoli;corazza anatomica/ parte posteriore;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;;399 a.C.;ca.;300 a.C.;ca.;;;;bronzo;cm;46,5;;;;"La placca, che arriva alle anche, presenta un'ampia scollatura intorno alle ascelle. Dorsali ben disegnati. Il bordo della corazza nelle parta superiore e inferiore è ripiegato, ribattuto e profilato da linee incise: su ogni spalla è presente una cerniera di chiusura, duplicate sui lati; accanto ad ogni cerniera è fissato un anello mobile per i lacci di chiusura.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00138;3;2023535.0;R03/ Museo Poldi Pezzoli;elmo corinzio;Gruppo 4 Snodgrass;A.M. Snodgrass, Early Greek Armour and Weapons, Edinburgh 1964;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.;;599 a.C.;ca.;500 a.C.;ca.;;;;bronzo;cm||;||6,7;;23||;;"Calotta di forma emisferica allungata con ristringimento verso l'orlo nella parte posteriore; taglio degli occhi e coprinaso arrotondato. Paragnatidi fisse. Orlo ingrossato decorato da fascia a onde correnti e serie di punti a rilievo.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00112;3;2023509.0;R03/ Museo Poldi Pezzoli;patera/ coperchio;Serie Morel 1742;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;seconda metà;349 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm;;;13;;"Corpo ceramico beige; vernice bruna rossastra a macchie diluita. 
Tesa obliqua, fondo leggermente obliquo, orlo con profonda scanalatura, anche all'interno. Pomello cavo ombelicato";;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00219;3;2023614.0;R03/ Museo Poldi Pezzoli;orecchini;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VI/IV a.C.;;550 a.C.;ca.;300 a.C.;ca.;;;;oro;cm;;;;3,5;"Orecchini tubolari lisci ricurvi, rastremati verso un'estremità; all'estremità opposta termina con due semisfere unite e contrapposte comprese tra a fili godronati sovrapposti. Al punto di giuntura fascia godronata.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00147;3;2023544.0;R03/ Museo Poldi Pezzoli;cinturone;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;prima metà;399 a.C.;ca.;350 a.C.;ca.;;;;bronzo;cm;;;;101,3;La lamina è profilata ai bordi da forellini per il fissaggio dell'imbottitura interna del cinturone. I due ganci di chiusura, fissati con quattro ribattini, sono costituiti da palmette, Estremità femmine decorata da tre coppie di fori.;;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00223;3;2023618.0;R03/ Museo Poldi Pezzoli;orecchino;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/III d.C.;;1 d.C.;ca.;299 d.C.;ca.;;;;oro, pasta vitrea e granati;cm;;;;2,8;"orecchino a barretta (crotalia); sopra la barretta orizzontale vi è un castone quadrato contenente una pasta vitrea verde, circondato da una fascia decorata con segmenti. Nella parte inferiore della barretta sono saldati due anelli dai quali pendono due fili con ovali, al centro dei quali vi sono piccoli castoni rotondi con granati e terminano con un anellino.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00165;3;2023562.0;R03/ Museo Poldi Pezzoli;punta di lancia;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IX/VIII a.C.;;899 a.C.;ca.;700 a.C.;ca.;;;;bronzo;cm;3,2;5.9;2,7;17,1;"Lama a forma di foglia di salice con costolatura a sezione esagonale; immanicatura a cannone circolare con fori per fissaggio nella parte terminale. Alla base delle alette due fori passanti, sopra un foro, motivo a denti di lupo inciso, sulle alette motivo geometrico.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00311;3;2023702.0;R03/ Museo Poldi Pezzoli;amphoriskos;Gruppo mediterraneo III;D.B. Harden , Catologue of the Greek and roman glass in the British Museum, London 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.;;199 a.C.;ca.;100 a.C.;ca.;;;;vetro su nucleo friabile;cm;;;2,5;;"Vetro pressato su nucleo friabile di colore blu.
Labbro orizzontale, collo cilindrico, corpo ovoidale. Anse a nastro agli attacchi e a bastoncello nella parte centrale, impostate sul labbro e sul corpo.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00119;3;2023516.0;R03/ Museo Poldi Pezzoli;anello in bronzo;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. VIII/VI a.C.;;799 a.C.;ca.;501 a.C.;ca.;;;;bronzo;;;;3,7;;Elemento circolare realizzato a doppia spirale, privo di terminazione di chiusura;;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00295;3;2023686.0;R03/ Museo Poldi Pezzoli;brocca;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;;399 a.C.;ca.;300 a.C.;ca.;;;;ceramica;cm||;;;6,5||3,8;;"Corpo ceramico beige chiaro, ingobbio crema, vernice nera opaca e bruna.
Labbro espanso, corpo biconico, base piatta; ansa a bastoncello applicata verticalmente sul labbro e sulla spalla.";;2009;ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00113;3;2023510.0;R03/ Museo Poldi Pezzoli;kylix schifoide miniaturistica;Serie Morel 4200;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;ultimo quarto;325 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;5,3||1,9;;"Corpo ceramico nocciola, vernice nera diluita, opaca. Piede risparmiato.
Orlo arrotondato introflesso, vasca emisferica, piede troncoconico cavo, anse a bastoncello impostate orizzontalmente, ripiegate verso l'alto.";;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00130;3;2023527.0;R03/ Museo Poldi Pezzoli;lastra dipinta;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;;;;;;;;;;intonaco dipinto;;28,1;;;;"Arriccio con numerosi inclusi micacei neri; sottile pellicola pittorica. Vernice sulla superficie.";;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00188;3;2023584.0;R03/ Museo Poldi Pezzoli;cinturone/ frammento;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;399 a.C.;ca.;200 a.C.;ca.;;;;bronzo;cm;;;;12;"Lamina piatta, forellini lungo il bordo; presso un'estreimità ribattini.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00115;3;2023512.0;R03/ Museo Poldi Pezzoli;situla;Serie Morel 2620;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. IV a.C.;seconda metà;349 a.C.;ca.;300 a.C.;ca.;;;;argilla/ a tornio;cm||;;;25||9,8;;"Corpo ceramico nocciola, vernice nera opaca, diluita; piede a risparmio coperto in parte dalla vernice colata. 
Orlo ingrossato, vasca piriforme, piede campanulato. Attacchi dell'ansa a presa con foro per l'attacco dell'ansa in metallo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00096;3;2023493.0;R03/ Museo Poldi Pezzoli;oinochoe trilobata;Tipo Lippolis B2/C;Catalogo del Museo Archeologico di Taranto. III,1, Taranto 1992;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;fine/inizio;325 a.C.;ca.;275 a.C.;ca.;;;;argilla/ a tornio;cm;;;6,3;;"Corpo ceramico beige-giallastro, vernice nera opaca ruvida al tatto. Priva di ingobbio. Piede a risparmio.
Orlo ingrossatp, labbro estroflesso trilobato, collo a profilo concavo, corpo piriforme, piede ad anello. Ansa a bastoncello, impostata verticalmente sull'orlo e sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00333;3;2023724.0;R03/ Museo Poldi Pezzoli;bottiglia;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI d.C.;;500 d.C.;ca.;599 d.C.;ca.;;;;vetro soffiato;cm;;;3;;"Vetro di colore verde chiaro; bolle d'aria e striature. Filamento blu applicato sul collo.
Orlo introflesso, lungo collo cilindrico svasato verso l'alto, corpo globulare, fondo concavo.";;2009;parzialmente ricomposto;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00097;3;2023494.0;R03/ Museo Poldi Pezzoli;oinochoe trilobata;Tipo Lippolis B2/C;Catalogo del Museo Archeologico di Taranto. III,1, Taranto 1992;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;fine/inizio;325 a.C.;ca.;275 a.C.;ca.;;;;argilla/ a tornio;cm;;;6,9;;"Corpo ceramico beige, vernice marrone, opaca, diluita con difetto di cottura. Piede e fondo a risparmio.
Orlo ingrossatp, labbro estroflesso trilobato, collo a profilo concavo, corpo globoso, piede ad anello. Ansa a bastoncello, impostata verticalmente sull'orlo e sul corpo.";;2009;integro;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00133;3;2023530.0;R03/ Museo Poldi Pezzoli;elmo;Jockeykappen C;Un elmo con iscrizione latina arcaica al Museo di Cremona, in Mélanges offerts à Jacques Heurgon. L'Italie préromaine et la Roma républicaine, I, Roma 1976, pp. 157-179;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;fine/inizio;325 a.C.;ca.;275 a.C.;ca.;;;;bronzo;cm;;;22,7;;"Elmo a calotta emisferica con bottone sommitale decorato con rosetta a dieci petali; alla base triplice scanalatura
Paranuca con breve tesa, al centro ribattino per l'attacco della coda; orlo arrotondato decorato da tacche 
All'interno attacchi per le paragnatidi.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00195;3;2023591.0;R03/ Museo Poldi Pezzoli;cinturone/ frammento;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;;399 a.C.;ca.;200 a.C.;ca.;;;;bronzo;cm;;;;14,3;"Lamina piatta con bordi rettilinei; quattro fori irregolari persso gli angoli.";;2009;mutilo;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00013;3;2023410.0;R03/ Museo Poldi Pezzoli;testa femminile;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. II a.C.;;199 a.C.;ca.;100 a.C.;ca.;;;;argilla/ a matrice/ a stecca;cm;4,3;;;;Testa femminile;;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00322;3;2023713.0;R03/ Museo Poldi Pezzoli;coppa;forma Isings 44;C. Isings, Roman glass from dated finds, Groningen 1957;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. I/II d.C.;;50 d.C.;ca.;120 d.C.;ca.;;;;vetro soffiato;cm||;;;9,5||5,1;;"Vetro di colore verde chiaro, con bolle d'aria.
Orlo ingrossato, vasca emisferica, piede ad anello applicato.";;2009;integro;proprietà privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00110;3;2023507.0;R03/ Museo Poldi Pezzoli;saliera;Serie Morel 2424;J.-P. Morel, Cèramique campanienne. Les formes. Roma 1981;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;secc. IV/III a.C.;fine/inizio;310 a.C.;ca.;280 a.C.;ca.;;;;argilla/ a tornio;cm||;;;9,8||5,3;;"Corpo ceramico beige; vernice nera diluita, lucente.
Orlo estroflesso arrotondato, corpo troncoconico, alto piede, fondo interno della coppa ombelicato.";;2009;mutilo;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
v5010-00032;3;2023429.0;R03/ Museo Poldi Pezzoli;antefissa;;;;;;Italia;Lombardia;MI;15146;palazzo;;Palazzo Poldi Pezzoli;Via Alessandro Manzoni 12-14;Museo Poldi Pezzoli;museo;Collezione archeologica del Museo Poldi Pezzoli;sec. VI a.C.||sec. III a.C.;seconda metà||prima metà;549 a.C.||299;ca.||c.a.;500 a.C.||250;ca.||c.a.;;;;argilla/ a matrice/ a stecca;cm;16;;;;Testa femminile;;2009;frammentario;detenzione privata;2009;;Museo Poldi Pezzoli;Manoli, Federica;514965.28186000005;5035012.9853;1;1;DUOMO;45.46848385561784;9.191444421164393;(45.46848385561784, 9.191444421164393)
